bin,scheme,brand,card_type,is_prepaid,country,bank_name,created_at
477834,visa,,debit,,US,WHITE SANDS FEDERAL CREDIT UNION,1999-01-08 04:05:06
477857,visa,,debit,,US,MAIN SOURCE,1999-01-08 04:05:06
478200,visa,,debit,,US,CHASE,1999-01-08 04:05:06
478380,visa,,credit,,US,AT&T,1999-01-08 04:05:06
478431,visa,,credit,,US,GE CAPITAL RETAIL,1999-01-08 04:05:06
478499,visa,,debit,,US,BANCORP,1999-01-08 04:05:06
478829,visa,,credit,,US,CAPITAL ONE,1999-01-08 04:05:06
478975,visa,,debit,,US,APPLE FEDERAL CREDIT UNION,1999-01-08 04:05:06
479124,visa,,credit,,US,CAPITAL ONE,1999-01-08 04:05:06
479144,visa,,debit,,US,GEORGIA UNITED CREDIT UNION,1999-01-08 04:05:06
479193,visa,,debit,,US,DNB FIRST,1999-01-08 04:05:06
479213,visa,,debit,,US,TD BANKNORTH,1999-01-08 04:05:06
479248,visa,,debit,,US,FIRST FINANCIAL FEDERAL CREDIT UNION,1999-01-08 04:05:06
479271,visa,,debit,,US,COMMUNITY ONE,1999-01-08 04:05:06
479370,visa,,debit,,US,METRO,1999-01-08 04:05:06
479395,visa,,credit,,BR,CAIXA,1999-01-08 04:05:06
479403,visa,,debit,,US,HIGHLANDS UNION BANK,1999-01-08 04:05:06
479511,visa,,debit,,US,COMERICA BANK,1999-01-08 04:05:06
479711,visa,,debit,,AD,CREDIT ANDORRA,1999-01-08 04:05:06
479746,visa,,credit,,AE,ADCB,1999-01-08 04:05:06
479826,visa,,credit,,US,USBANK,1999-01-08 04:05:06
479849,visa,,credit,,US,FIRST TENNESSEE BANK N.A.,1999-01-08 04:05:06
479851,visa,,credit,,US,CHASE,1999-01-08 04:05:06
479853,visa,,credit,,US,USBANK,1999-01-08 04:05:06
480011,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
480156,visa,,debit,,US,CITI,1999-01-08 04:05:06
480158,visa,,debit,,US,CITI,1999-01-08 04:05:06
480207,visa,,debit,,US,U.S. BANK NATIONAL ASSOCIATION,1999-01-08 04:05:06
480209,visa,,debit,,US,USBANK,1999-01-08 04:05:06
480213,visa,,credit,,US,CAPITAL ONE,1999-01-08 04:05:06
480228,visa,,credit,,US,,1999-01-08 04:05:06
480286,visa,,credit,,AR,,1999-01-08 04:05:06
480327,visa,,debit,,US,FIRST TECH FEDERAL CREDIT UNION,1999-01-08 04:05:06
480398,visa,,debit,,US,VENTURA COUNTY FEDERAL CREDIT UNION,1999-01-08 04:05:06
480642,visa,,debit,,US,WEST SUBURBAN BANK,1999-01-08 04:05:06
480691,visa,,debit,,US,MEMBERSOURSE CREDIT UNION,1999-01-08 04:05:06
480990,visa,,debit,,US,CHARLES SCHWAB,1999-01-08 04:05:06
481110,visa,,debit,,US,BANK OF HAWAII,1999-01-08 04:05:06
481171,visa,,debit,,US,Bancorp Bank,1999-01-08 04:05:06
481581,visa,,debit,,US,BANK OF AMERICA,1999-01-08 04:05:06
481588,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
481959,visa,,credit,,US,FIRST FINANCIAL FEDERAL CREDIT UNION,1999-01-08 04:05:06
482000,visa,,credit,,US,CEFCU,1999-01-08 04:05:06
482163,visa,,credit,,US,READY DEBIT,1999-01-08 04:05:06
482425,visa,,credit,,BR,RIACHUELO,1999-01-08 04:05:06
482440,visa,,debit,,DE,WIRECARD,1999-01-08 04:05:06
482481,visa,,debit,,BR,ITAU,1999-01-08 04:05:06
482490,visa,,credit,,TR,GARANTI,1999-01-08 04:05:06
482498,visa,,credit,,IT,UNICREDIT,1999-01-08 04:05:06
482851,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
482853,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
482857,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
482860,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
482862,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
482864,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
483030,visa,,debit,,MX,HSBC,1999-01-08 04:05:06
483304,visa,,debit,,US,BANCORP,1999-01-08 04:05:06
483312,visa,,debit,,US,CHASE,1999-01-08 04:05:06
483316,visa,,debit,,US,CHASE,1999-01-08 04:05:06
483323,visa,,debit,,US,CHASE,1999-01-08 04:05:06
483324,visa,,debit,,US,CHASE,1999-01-08 04:05:06
483332,visa,,debit,,US,GULF WINDS FEDERAL CREDIT UNION,1999-01-08 04:05:06
483561,visa,,debit,,NZ,THE NATIONAL,1999-01-08 04:05:06
483575,visa,,credit,,ID,HSBC,1999-01-08 04:05:06
483741,visa,,debit,,NZ,KIWIBANK,1999-01-08 04:05:06
483950,visa,,credit,,US,TD BANKNORTH,1999-01-08 04:05:06
484162,visa,,debit,,ZA,FIRST NATIONAL,1999-01-08 04:05:06
484281,visa,,credit,,MY,MAYBANK,1999-01-08 04:05:06
484509,visa,,credit,,US,OEFCU,1999-01-08 04:05:06
484541,visa,,credit,,US,SECU,1999-01-08 04:05:06
484575,visa,,debit,,US,"BANK OF AMERICA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
484588,visa,,debit,,US,"BANK OF AMERICA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
484594,visa,,debit,,US,"BANK OF AMERICA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
484718,visa,,debit,,US,BANCORP,1999-01-08 04:05:06
484735,visa,,debit,,US,BANCORP,1999-01-08 04:05:06
484810,visa,,debit,,MY,PUBLIC,1999-01-08 04:05:06
484852,visa,,debit,,NA,FIRST NATIONAL,1999-01-08 04:05:06
485158,visa,,credit,,US,OURFAMILYFCU,1999-01-08 04:05:06
485237,visa,,debit,,US,METABANK,1999-01-08 04:05:06
485240,visa,,debit,,US,PSFCU,1999-01-08 04:05:06
485284,visa,,debit,,US,WHIDBEY ISLAND,1999-01-08 04:05:06
485320,visa,,debit,,US,SKYLIGHT,1999-01-08 04:05:06
485340,visa,,debit,,US,GLOBAL CASH CARD,1999-01-08 04:05:06
485426,visa,,credit,,US,SPACE COAST CREDIT UNION,1999-01-08 04:05:06
485583,visa,,debit,,US,SOUTH GEORGIA,1999-01-08 04:05:06
485620,visa,,credit,,US,"WELLS FARGO BANK NEVADA, N.A.",1999-01-08 04:05:06
485631,visa,,debit,,US,FROST,1999-01-08 04:05:06
485671,visa,,credit,,US,BB&T,1999-01-08 04:05:06
486123,visa,,debit,,US,MOUNTAIN CREDIT UNION,1999-01-08 04:05:06
486169,visa,,debit,,US,WINGS FINANCIAL,1999-01-08 04:05:06
486185,visa,,debit,,US,EVANSVILLE FIREFIGHTERS FCU,1999-01-08 04:05:06
486236,visa,,credit,,US,CAPITAL ONE BANK,1999-01-08 04:05:06
486270,visa,,debit,,AU,AUSTRALIA POST,1999-01-08 04:05:06
486310,visa,,debit,,US,COREFIRST BANK & TRUST,1999-01-08 04:05:06
486483,visa,,credit,,GB,HSBC,1999-01-08 04:05:06
486521,visa,,credit,,US,CHASE,1999-01-08 04:05:06
486560,visa,,credit,,US,SUNTRUST,1999-01-08 04:05:06
486742,visa,,debit,,US,CHASE,1999-01-08 04:05:06
486748,visa,,credit,,US,CENTRAL MINNESOTA FEDERAL CREDIT UNION,1999-01-08 04:05:06
486796,visa,,debit,,US,CHASE,1999-01-08 04:05:06
486827,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
486830,visa,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
486854,visa,,debit,,US,,1999-01-08 04:05:06
486872,visa,,debit,,US,AMERICA FIRST CREDIT UNION,1999-01-08 04:05:06
486895,visa,,credit,,US,BARCLAYS,1999-01-08 04:05:06
486910,visa,,debit,,US,FIRST AMERICA,1999-01-08 04:05:06
487090,visa,,debit,,US,COMMUNITY,1999-01-08 04:05:06
487309,visa,,debit,,US,"WELLS FARGO BANK IOWA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
487452,visa,,credit,,US,TEXAS FIRST BANK,1999-01-08 04:05:06
488839,visa,,debit,,US,MAYO EMPLOYEES FEDERAL CREDIT UNION,1999-01-08 04:05:06
488889,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
488890,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
488893,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
488894,visa,,credit,,US,BANK OF AMERICA,1999-01-08 04:05:06
489055,visa,,credit,,GB,BARCLAYS,1999-01-08 04:05:06
489113,visa,,credit,,BE,,1999-01-08 04:05:06
489208,visa,,debit,,US,CHARLOTTE STATE BANK,1999-01-08 04:05:06
489272,visa,,debit,,US,BENCHMARK COMMUNITY,1999-01-08 04:05:06
489308,visa,,credit,,MY,PUBLIC,1999-01-08 04:05:06
489391,visa,,credit,,BR,ITAU,1999-01-08 04:05:06
489396,visa,,credit,,GB,NATIONWIDE,1999-01-08 04:05:06
489407,visa,,credit,,PL,,1999-01-08 04:05:06
489452,visa,,debit,,IT,CARIGE,1999-01-08 04:05:06
489455,visa,,debit,,TR,GARANTI,1999-01-08 04:05:06
489464,visa,,debit,,IT,CARIGE,1999-01-08 04:05:06
489591,visa,,credit,,MY,AEON CREDIT SERVICE,1999-01-08 04:05:06
489657,visa,,debit,,US,FIRST NBC,1999-01-08 04:05:06
489784,visa,,credit,,JP,EPOS,1999-01-08 04:05:06
489901,visa,,debit,,US,PACIFIC SERVICE CREDIT UNION,1999-01-08 04:05:06
489925,visa,,credit,,CO,BANCO DE OCCIDENTE S.A.,1999-01-08 04:05:06
490056,visa,,debit,,US,BAYLAKE,1999-01-08 04:05:06
490070,visa,,debit,,US,CHASE,1999-01-08 04:05:06
490071,visa,,debit,,US,CHASE,1999-01-08 04:05:06
490117,visa,,credit,,CH,SCHWEIZERISCHER BANKVEREIN (SWISS BANK CORPORATION,1999-01-08 04:05:06
490118,visa,,credit,,CH,UBS,1999-01-08 04:05:06
490172,visa,,credit,,BR,ITAU,1999-01-08 04:05:06
490281,visa,,credit,,MY,HONG LEONG,1999-01-08 04:05:06
490282,visa,,credit,,MY,HONG LEONG,1999-01-08 04:05:06
490435,visa,,debit,,US,THE PEOPLES,1999-01-08 04:05:06
490638,visa,,credit,,DE,BARCLAYS BANK PLC,1999-01-08 04:05:06
490696,visa,,credit,,AR,CITI,1999-01-08 04:05:06
490698,visa,,credit,,AR,CITI,1999-01-08 04:05:06
490714,visa,,credit,,JP,CITI,1999-01-08 04:05:06
490715,visa,,credit,,JP,CITIBANK,1999-01-08 04:05:06
490733,visa,,credit,,TH,SIAM COMMERCIAL,1999-01-08 04:05:06
490744,visa,,credit,,DE,POSTBANK,1999-01-08 04:05:06
490755,visa,,debit,,US,CITIZENS BANK,1999-01-08 04:05:06
490785,visa,,debit,,US,AMERICAN SOUTHWEST CREDIT UNION,1999-01-08 04:05:06
490798,visa,,debit,,US,FIRSTREPUBLIC,1999-01-08 04:05:06
490824,visa,,credit,,IT,INTESA SANPAOLO,1999-01-08 04:05:06
490829,visa,,credit,,DE,TARGO,1999-01-08 04:05:06
490853,visa,,debit,,US,FIRST STATE BANK AND TRUST,1999-01-08 04:05:06
490896,visa,,debit,,US,WESTERN NATIONAL,1999-01-08 04:05:06
491050,visa,,debit,,ZA,Rand Merchant Bank,1999-01-08 04:05:06
491089,visa,,debit,,MX,HSBC,1999-01-08 04:05:06
491283,visa,,credit,,MX,HSBC,1999-01-08 04:05:06
491284,visa,,credit,,MX,HSBC,1999-01-08 04:05:06
491341,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
491357,visa,,debit,,US,CINCO CREDIT UNION,1999-01-08 04:05:06
491366,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
491375,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
491376,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
491383,visa,,credit,,SV,SCOTIA,1999-01-08 04:05:06
491501,visa,,credit,,MX,BANAMEX,1999-01-08 04:05:06
491566,visa,,debit,,MX,BANORTE,1999-01-08 04:05:06
491573,visa,,credit,,MX,SANTANDER,1999-01-08 04:05:06
491601,visa,,credit,,GB,,1999-01-08 04:05:06
491607,visa,,credit,,PE,,1999-01-08 04:05:06
491618,visa,,credit,,DO,,1999-01-08 04:05:06
491629,visa,,debit,,US,HIGH PLAINS,1999-01-08 04:05:06
491632,visa,,credit,,US,,1999-01-08 04:05:06
491639,visa,,credit,,US,,1999-01-08 04:05:06
491647,visa,,credit,,CO,DAVIVIENDA,1999-01-08 04:05:06
491648,visa,,credit,,US,AMERIKA,1999-01-08 04:05:06
491650,visa,,debit,,GI,,1999-01-08 04:05:06
491656,visa,,credit,,BR,,1999-01-08 04:05:06
491665,visa,,credit,,BZ,BELIZE,1999-01-08 04:05:06
491674,visa,,credit,,BR,SANTANDER,1999-01-08 04:05:06
491675,visa,,credit,,BR,SANTANDER,1999-01-08 04:05:06
491680,visa,,debit,,CN,,1999-01-08 04:05:06
491681,visa,,credit,,US,,1999-01-08 04:05:06
491689,visa,,debit,,US,,1999-01-08 04:05:06
491692,visa,,debit,,IT,INTESA SANPAOLO,1999-01-08 04:05:06
491735,visa,,debit,,GB,LLOYDS TSB,1999-01-08 04:05:06
491822,visa,,credit,,MY,UNITED OVERSEAS BANK (MALAYSIA) BHD,1999-01-08 04:05:06
491871,visa,,credit,,MX,SCOTIABANK INVERLAT,1999-01-08 04:05:06
491872,visa,,credit,,MX,SCOTIABANK,1999-01-08 04:05:06
491986,visa,,debit,,US,"WELLS FARGO BANK IOWA, NATIONAL ASSOCIATION",1999-01-08 04:05:06
492016,visa,,credit,,FI,Nordea,1999-01-08 04:05:06
492044,visa,,credit,,DE,TARGOBANK,1999-01-08 04:05:06
492063,visa,,credit,,BO,,1999-01-08 04:05:06
492079,visa,,credit,,FI,SUOMEN ASUNTOHYPOPANKKI OY,1999-01-08 04:05:06
492102,visa,,credit,,NZ,NATIONAL,1999-01-08 04:05:06
492130,visa,,credit,,TR,YAPI KREDI,1999-01-08 04:05:06
492138,visa,,credit,,MY,CIMB,1999-01-08 04:05:06
492141,visa,,credit,,TH,KASIKORN THAI,1999-01-08 04:05:06
492159,visa,,credit,,MY,HSBC,1999-01-08 04:05:06
492163,visa,,credit,,ES,IBERCAJA,1999-01-08 04:05:06
492167,visa,,credit,,ES,KUTXABANK,1999-01-08 04:05:06
492181,visa,,debit,,GB,LLOYDS,1999-01-08 04:05:06
492312,visa,,credit,,ZA,NETBANK,1999-01-08 04:05:06
492505,visa,,debit,,NO,POSTBANKEN,1999-01-08 04:05:06
492536,visa,,debit,,NO,SPAREBANKEN VEST,1999-01-08 04:05:06
492557,visa,,debit,,NO,DNBNOR,1999-01-08 04:05:06
492578,visa,,debit,,NO,DNBNOR,1999-01-08 04:05:06
492905,visa,,credit,,US,SANTANDER,1999-01-08 04:05:06
492910,visa,,credit,,GB,BARCLAYCARD,1999-01-08 04:05:06
492913,visa,,credit,,GB,BARCLAYS,1999-01-08 04:05:06
492916,visa,,credit,,GB,,1999-01-08 04:05:06
492925,visa,,credit,,GB,,1999-01-08 04:05:06
492934,visa,,credit,,GB,,1999-01-08 04:05:06
492940,visa,,credit,,GB,BARCLAYS BANK PLC,1999-01-08 04:05:06
492942,visa,,credit,,GB,BARCLAYS BANK PLC,1999-01-08 04:05:06
492953,visa,,credit,,GB,,1999-01-08 04:05:06
492962,visa,,credit,,GB,,1999-01-08 04:05:06
492976,visa,,credit,,GB,,1999-01-08 04:05:06
492980,visa,,credit,,GB,,1999-01-08 04:05:06
492992,visa,,credit,,GB,,1999-01-08 04:05:06
493100,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
493101,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
493102,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
493103,visa,,credit,,BR,BRADESCO,1999-01-08 04:05:06
493135,visa,,credit,,MX,SANTANDER SERFIN,1999-01-08 04:05:06
493158,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
493160,visa,,credit,,MX,BANCOMER,1999-01-08 04:05:06
493161,visa,,credit,,MX,BBVA BANCOMER,1999-01-08 04:05:06
493162,visa,,credit,,MX,BANCOMER,1999-01-08 04:05:06
493166,visa,,credit,,MX,HSBC,1999-01-08 04:05:06
493171,visa,,credit,,US,,1999-01-08 04:05:06
493172,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
493173,visa,,credit,,MX,BANORTE,1999-01-08 04:05:06
493196,visa,,debit,,US,,1999-01-08 04:05:06
493371,visa,,credit,,US,,1999-01-08 04:05:06
493494,visa,,credit,,BR,PAN AMERICANO,1999-01-08 04:05:06
493499,visa,,credit,,ID,STANDARD CHARTERED,1999-01-08 04:05:06
493532,visa,,credit,,IT,DEUTSCHE,1999-01-08 04:05:06
493702,visa,,credit,,AR,GALICIA,1999-01-08 04:05:06
493841,visa,,credit,,TR,VAKIFBANK,1999-01-08 04:05:06
493846,visa,,credit,,TR,VAKIFBANK,1999-01-08 04:05:06
494000,visa,,credit,,ES,BBVA,1999-01-08 04:05:06
494001,visa,,debit,,US,CENTRIS FEDERAL CREDIT UNION,1999-01-08 04:05:06
494016,visa,,credit,,UY,BANCO REPUBLICA,1999-01-08 04:05:06
494052,visa,,credit,,AU,COMMONWEALTH BANK OF AUSTRALIA,1999-01-08 04:05:06
494053,visa,,credit,,AU,COMMONWEALTH BANK OF AUSTRALIA,1999-01-08 04:05:06
494133,visa,,credit,,MX,SANTANDER,1999-01-08 04:05:06
494159,visa,,debit,,US,BANCORP,1999-01-08 04:05:06
494176,visa,,debit,,US,FNBBANK,1999-01-08 04:05:06
494314,visa,,debit,,TR,YAPI KREDI,1999-01-08 04:05:06
494340,visa,,debit,,US,BANK OF AMERICA,1999-01-08 04:05:06
494939,visa,,credit,,US,,1999-01-08 04:05:06
495000,visa,,credit,,CH,CORNER BANCA S.A.,1999-01-08 04:05:06
495083,visa,,credit,,CH,CORNER BANCA S.A.,1999-01-08 04:05:06
495430,visa,,credit,,US,,1999-01-08 04:05:06
496021,visa,,debit,,NG,DIAMOND,1999-01-08 04:05:06
496623,visa,,credit,,MY,MAYBANK,1999-01-08 04:05:06
496638,visa,,credit,,VE,BANESCO,1999-01-08 04:05:06
496643,visa,,credit,,SG,MAYBANK,1999-01-08 04:05:06
496664,visa,,credit,,GT,CREDOMATIC,1999-01-08 04:05:06
496669,visa,,credit,,MY,STANDARD CHARTERED BANK MALAYSIA BERHAD,1999-01-08 04:05:06
496696,visa,,credit,,BM,HSBC,1999-01-08 04:05:06
497040,visa,,credit,,FR,LA BANQUE POSTALE,1999-01-08 04:05:06
497049,visa,,debit,,FR,LA BANQUE POSTALE,1999-01-08 04:05:06
497142,visa,,debit,,FR,CREDIT COMMERCIAL DE FRANCE S.A.,1999-01-08 04:05:06
497202,visa,,credit,,FR,CREDIT LYONNAIS,1999-01-08 04:05:06
497203,visa,,credit,,FR,CREDIT LYONNAIS,1999-01-08 04:05:06
497205,visa,,credit,,FR,CREDIT LYONNAIS,1999-01-08 04:05:06
497241,visa,,credit,,FR,CREDIT LYONNAIS,1999-01-08 04:05:06
497260,visa,,credit,,FR,CREDIT LYONNAIS,1999-01-08 04:05:06
497355,visa,,debit,,FR,SOCIETE GENERALE,1999-01-08 04:05:06
497364,visa,,credit,,FR,BANQUE CHABRIERES,1999-01-08 04:05:06
497456,visa,,credit,,FR,CAIXA GERAL DE DEPOSITOS,1999-01-08 04:05:06
497490,visa,,credit,,FR,BNP PARIBAS,1999-01-08 04:05:06
497522,visa,,debit,,FR,NATIXIS,1999-01-08 04:05:06
497592,visa,,debit,,FR,BANQUE POPULAIRE,1999-01-08 04:05:06
497638,visa,,credit,,FR,CREDIT INDUSTRIEL ET COMMERCIAL,1999-01-08 04:05:06
497641,visa,,debit,,FR,CREDIT INDUSTRIEL ET COMMERCIAL,1999-01-08 04:05:06
497808,visa,,credit,,FR,CAISSE D%27EPARGNE,1999-01-08 04:05:06
497843,visa,,debit,,FR,CAISSE D%27%E9PARGNE,1999-01-08 04:05:06
497874,visa,,debit,,FR,CAISSE D'EPARGNE,1999-01-08 04:05:06
497932,visa,,debit,,FR,SOCIETE GENERALE,1999-01-08 04:05:06
497940,visa,,credit,,FR,CREDIT INDUSTRIEL ET COMMERCIAL,1999-01-08 04:05:06
498001,visa,,credit,,JP,MITSUI SUMITOMO,1999-01-08 04:05:06
498401,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498403,visa,,debit,,US,GREEN DOT,1999-01-08 04:05:06
498406,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498407,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498408,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498423,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498424,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498431,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498442,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498453,visa,,credit,,BR,BANCO DO BRASIL S.A.,1999-01-08 04:05:06
498454,visa,,credit,,CR,BANCODECOSTARICA,1999-01-08 04:05:06
498708,visa,,debit,,SI,NOVA KBM,1999-01-08 04:05:06
498752,visa,,debit,,GB,,1999-01-08 04:05:06
498824,visa,,debit,,GB,COOPERATIVE,1999-01-08 04:05:06
498853,visa,,credit,,ID,PERMATA,1999-01-08 04:05:06
499002,visa,,credit,,US,,1999-01-08 04:05:06
499140,visa,,debit,,US,FAIRWINDS CREDIT UNION,1999-01-08 04:05:06
499165,visa,,debit,,US,FAIRWINDS CREDIT UNION,1999-01-08 04:05:06
499166,visa,,credit,,US,ORNL FEDERAL CREDIT UNION,1999-01-08 04:05:06
499182,visa,,credit,,US,DFCU FINANCIAL,1999-01-08 04:05:06
499897,visa,,credit,,DE,,1999-01-08 04:05:06
499913,visa,,credit,,NZ,BANK OF NEW ZEALAND,1999-01-08 04:05:06
499916,visa,,credit,,NZ,BANK OF NEW ZEALAND,1999-01-08 04:05:06
499977,visa,,credit,,NZ,BANK OF NEW ZEALAND,1999-01-08 04:05:06
510008,mastercard,,credit,,NL,INTERNATIONAL CARD SERVICES BV,1999-01-08 04:05:06
510021,mastercard,,credit,,CH,CREDIT SUISSE,1999-01-08 04:05:06
510070,mastercard,,credit,,RU,RAIFFEISENBANK AUSTRIA (MOSCOW),1999-01-08 04:05:06
510147,mastercard,,credit,,BR,BRADESCO,1999-01-08 04:05:06
510152,mastercard,,credit,,TR,TURKIYE IS BANKASI,1999-01-08 04:05:06
510197,mastercard,,credit,,CH,UBS,1999-01-08 04:05:06
510347,mastercard,,debit,,US,SCHERTZ BANK AND TRUST,1999-01-08 04:05:06
510371,mastercard,,debit,,US,WESBANCO,1999-01-08 04:05:06
510392,mastercard,,debit,,US,PROSPERITY,1999-01-08 04:05:06
510487,mastercard,,credit,,AE,EMIRATES NBD,1999-01-08 04:05:06
510560,mastercard,,debit,,US,LANSING AUTOMAKERS FEDERAL CREDIT UNION,1999-01-08 04:05:06
510594,mastercard,,debit,,US,TEXAS TRUST CREDIT UNION,1999-01-08 04:05:06
510617,mastercard,,debit,,US,MORTON COMMUNITY,1999-01-08 04:05:06
510619,mastercard,,debit,,US,KH NETWORK CREDIT UNION,1999-01-08 04:05:06
510683,mastercard,,debit,,US,FORWARD FINANCIAL,1999-01-08 04:05:06
510707,mastercard,,debit,,US,PEOPLES COMMUNITY,1999-01-08 04:05:06
510732,mastercard,,debit,,US,PACIFIC WESTERN,1999-01-08 04:05:06
510747,mastercard,,debit,,US,FRIST NIAGRA,1999-01-08 04:05:06
510774,mastercard,,debit,,US,HIGHER ONE,1999-01-08 04:05:06
510778,mastercard,,debit,,US,FIRST STATE,1999-01-08 04:05:06
510782,mastercard,,debit,,US,FIRSTMERIT,1999-01-08 04:05:06
510796,mastercard,,debit,,US,FLORIDA COMMERCE,1999-01-08 04:05:06
510805,mastercard,,debit,,US,CAPITAL ONE,1999-01-08 04:05:06
510818,mastercard,,debit,,US,FIRST NATIONAL,1999-01-08 04:05:06
510828,mastercard,,debit,,US,FIFTH THIRD,1999-01-08 04:05:06
510831,mastercard,,debit,,US,FIRST PLACE,1999-01-08 04:05:06
510840,mastercard,,debit,,US,HIGHER ONE,1999-01-08 04:05:06
510841,mastercard,,debit,,US,FIRST CITIZENS BANK OF GEORGIA,1999-01-08 04:05:06
510921,mastercard,,debit,,US,EASTERN BANK,1999-01-08 04:05:06
510930,mastercard,,debit,,US,STAR FINANCIAL,1999-01-08 04:05:06
510933,mastercard,,debit,,US,CITIZENS NATIONAL,1999-01-08 04:05:06
510946,mastercard,,debit,,US,FSGBANK,1999-01-08 04:05:06
510982,mastercard,,debit,,US,USAA,1999-01-08 04:05:06
510997,mastercard,,debit,,US,CAL POLY FEDERAL CREDIT UNION,1999-01-08 04:05:06
510999,mastercard,,debit,,US,,1999-01-08 04:05:06
511014,mastercard,,debit,,US,CITY ,1999-01-08 04:05:06
511028,mastercard,,debit,,US,LAFAYETTE BANK & TRUST,1999-01-08 04:05:06
511059,mastercard,,debit,,US,,1999-01-08 04:05:06
511079,mastercard,,debit,,US,AMERICANA COMMUNITY,1999-01-08 04:05:06
511082,mastercard,,debit,,US,CITIZENS,1999-01-08 04:05:06
511100,mastercard,,debit,,US,HIGHER ONE,1999-01-08 04:05:06
511137,mastercard,,debit,,US,OPTUMHEALTH,1999-01-08 04:05:06
511145,mastercard,,debit,,US,CAPITAL,1999-01-08 04:05:06
511159,mastercard,,debit,,US,JACKSON COUNTY,1999-01-08 04:05:06
511165,mastercard,,debit,,US,H&R BLOCK,1999-01-08 04:05:06
511238,mastercard,,debit,,US,THE FAUQUIER,1999-01-08 04:05:06
511320,mastercard,,debit,,US,,1999-01-08 04:05:06
511375,mastercard,,debit,,US,CHASE,1999-01-08 04:05:06
511392,mastercard,,debit,,US,CHASE,1999-01-08 04:05:06
511395,mastercard,,debit,,US,CHASE,1999-01-08 04:05:06
511398,mastercard,,debit,,US,CHASE,1999-01-08 04:05:06
511425,mastercard,,debit,,US,CHASE,1999-01-08 04:05:06
511516,mastercard,,debit,,US,COMDATA,1999-01-08 04:05:06
511559,mastercard,,debit,,US,WELLS FARGO,1999-01-08 04:05:06
511560,mastercard,,debit,,US,BANK OF AMERICA,1999-01-08 04:05:06
511973,mastercard,,credit,,US,AUSTIN,1999-01-08 04:05:06
512025,mastercard,,credit,,US,CAPITAL ONE,1999-01-08 04:05:06
512055,mastercard,,credit,,ZA,"STANDARD BANK OF SOUTH AFRICA, LTD.",1999-01-08 04:05:06
512089,mastercard,,credit,,MY,HSBC BANK MALAYSIA BERHAD,1999-01-08 04:05:06
512107,mastercard,,credit,,US,CITI,1999-01-08 04:05:06
512257,mastercard,,credit,,US,CHASE,1999-01-08 04:05:06
512363,mastercard,,credit,,BR,ITAU,1999-01-08 04:05:06
512374,mastercard,,credit,,BR,MASTER CARD,1999-01-08 04:05:06
512576,mastercard,,credit,,AU,GE MONEY,1999-01-08 04:05:06
512669,mastercard,,credit,,IT,CASSA RURALE DI TRENTO,1999-01-08 04:05:06
512673,mastercard,,credit,,BR,,1999-01-08 04:05:06
512676,mastercard,,credit,,ID,MANDIRI,1999-01-08 04:05:06
512687,mastercard,,credit,,GB,SAINSBURYS,1999-01-08 04:05:06
512707,mastercard,,credit,,BR,SICOOB,1999-01-08 04:05:06
512734,mastercard,,credit,,US,CAPITALONE,1999-01-08 04:05:06
512739,mastercard,,credit,,IT,BANCA POPOLARE DI MILANO,1999-01-08 04:05:06
